timestamp;value_co2;value_temp;value_hum;value_airpressure;value_light
2022-02-08T09:31:36.000Z;1008;24.26;34.57;1010.9109;0
2022-02-08T09:32:06.000Z;1014;24.35;34.16;1010.8366;48
2022-02-08T09:32:36.000Z;1023;24.52;33.95;1010.8469;48
2022-02-08T09:33:06.000Z;1028;24.54;33.75;1010.8881;48
2022-02-08T09:33:37.000Z;1047;24.42;33.92;1010.8738;49
2022-02-08T09:34:07.000Z;1023;24.47;33.67;1010.8406;2
2022-02-08T09:34:37.000Z;1011;24.49;33.38;1010.9086;2
2022-02-08T09:35:07.000Z;1001;24.56;33.4;1010.9141;0
2022-02-08T09:35:38.000Z;998;24.61;33.25;1010.913;0
2022-02-08T09:36:08.000Z;996;24.63;33.22;1010.9229;0
2022-02-08T09:36:38.000Z;995;24.61;33.18;1010.8477;0
2022-02-08T09:37:08.000Z;990;24.64;33.23;1010.8633;0
2022-02-08T09:37:38.000Z;985;24.59;33.21;1010.823;2
2022-02-08T09:38:09.000Z;978;24.66;32.99;1010.8159;2
2022-02-08T09:38:39.000Z;960;24.61;32.97;1010.8664;0
2022-02-08T09:39:09.000Z;947;24.61;32.96;1010.878;2
2022-02-08T09:39:39.000Z;940;24.7;32.89;1010.8653;2
2022-02-08T09:40:10.000Z;934;24.64;32.77;1010.8717;23
2022-02-08T09:40:40.000Z;915;24.64;32.59;1010.8526;20
2022-02-08T09:41:10.000Z;885;24.77;32.61;1010.8923;30
2022-02-08T09:41:40.000Z;886;24.77;32.55;1010.8704;29
2022-02-08T09:42:11.000Z;896;24.66;33.22;1010.7983;31
2022-02-08T09:42:41.000Z;968;24.68;33.47;1010.8037;29
2022-02-08T09:43:11.000Z;982;24.84;33.11;1010.785;31
2022-02-08T09:43:41.000Z;993;24.77;32.97;1010.8053;29
2022-02-08T09:44:12.000Z;996;24.78;33.12;1010.7986;29
2022-02-08T09:44:42.000Z;996;24.8;32.88;1010.8675;29
2022-02-08T09:45:12.000Z;1002;24.8;33.08;1010.8186;29
2022-02-08T09:45:42.000Z;1015;24.85;33.13;1010.7944;29
2022-02-08T09:46:13.000Z;1036;24.78;33.4;1010.7695;29
2022-02-08T09:46:43.000Z;1049;24.82;33.2;1010.7731;29
2022-02-08T09:47:13.000Z;1067;24.75;33.9;1010.8139;25
2022-02-08T09:47:43.000Z;1123;24.85;33.5;1010.7972;29
2022-02-08T09:48:14.000Z;1115;24.85;33.34;1010.8416;30
2022-02-08T09:48:44.000Z;1114;24.87;33.4;1010.8055;30
2022-02-08T09:49:14.000Z;1102;24.85;33.24;1010.8848;30
2022-02-08T09:49:44.000Z;1076;24.89;33.01;1010.8225;29
2022-02-08T09:50:14.000Z;1061;24.89;33.13;1010.8994;29
2022-02-08T09:50:45.000Z;1056;24.94;33.01;1010.8847;29
2022-02-08T09:51:15.000Z;1048;24.95;32.75;1010.8944;29
2022-02-08T09:51:45.000Z;1007;24.92;32.66;1010.8924;31
2022-02-08T09:52:15.000Z;983;24.89;32.81;1010.89;31
2022-02-08T09:52:46.000Z;977;24.75;33.24;1010.9242;31
2022-02-08T09:53:16.000Z;970;24.8;33.3;1010.9414;31
2022-02-08T09:53:46.000Z;970;24.78;33.36;1010.925;31
2022-02-08T09:54:16.000Z;984;24.77;33.4;1010.9364;31
2022-02-08T09:54:47.000Z;1004;24.75;33.55;1010.9703;31
2022-02-08T09:55:17.000Z;1022;24.7;33.8;1010.9234;31
2022-02-08T09:55:47.000Z;1059;24.71;33.93;1010.9542;31
2022-02-08T09:56:17.000Z;1091;24.75;34.01;1010.9337;31
2022-02-08T09:56:48.000Z;1113;24.75;34.04;1010.9644;31
2022-02-08T09:57:18.000Z;1126;24.77;34;1010.9673;31
2022-02-08T09:57:48.000Z;1136;24.81;33.99;1010.9828;31
2022-02-08T09:58:18.000Z;1153;24.81;34.05;1010.9694;31
2022-02-08T09:58:49.000Z;1169;24.81;34.06;1011.0559;31
2022-02-08T09:59:19.000Z;1181;24.87;34;1010.98;31
2022-02-08T09:59:49.000Z;1185;24.88;34.1;1011.0142;31
2022-02-08T10:00:19.000Z;1190;24.87;34.04;1010.9561;29
2022-02-08T10:00:50.000Z;1197;24.88;34.1;1011.003;29
2022-02-08T10:01:20.000Z;1203;24.89;34.07;1010.9846;31
2022-02-08T10:01:50.000Z;1206;24.97;34.16;1010.9584;31
2022-02-08T10:02:20.000Z;1213;24.95;34.03;1010.917;31
2022-02-08T10:02:51.000Z;1215;24.97;34.03;1010.97;31
2022-02-08T10:03:21.000Z;1216;24.97;33.98;1010.9362;31
2022-02-08T10:03:51.000Z;1215;24.97;33.91;1010.9702;31
2022-02-08T10:04:21.000Z;1218;24.98;33.85;1011.0534;31
2022-02-08T10:04:51.000Z;1217;25.01;33.83;1010.9986;31
2022-02-08T10:05:22.000Z;1215;25.04;33.89;1011.0074;31
2022-02-08T10:05:52.000Z;1219;25.06;33.92;1011.0215;31
2022-02-08T10:06:22.000Z;1222;25.06;33.96;1011.027;34
2022-02-08T10:06:52.000Z;1224;25.05;34.01;1011.0216;34
2022-02-08T10:07:23.000Z;1227;25.06;33.92;1011.0707;34
2022-02-08T10:07:53.000Z;1230;25.09;33.9;1011.0386;34
2022-02-08T10:08:23.000Z;1233;25.09;33.96;1011.0441;34
2022-02-08T10:08:53.000Z;1236;25.09;33.89;1010.954;29
2022-02-08T10:09:24.000Z;1238;25.09;33.93;1010.9181;34
2022-02-08T10:09:54.000Z;1239;25.14;33.89;1010.995;34
2022-02-08T10:10:24.000Z;1244;25.15;33.91;1010.9698;34
2022-02-08T10:10:54.000Z;1248;25.16;33.84;1010.9945;29
2022-02-08T10:11:25.000Z;1250;25.15;33.88;1011.056;29
2022-02-08T10:11:55.000Z;1250;25.16;33.85;1011.027;29
2022-02-08T10:12:25.000Z;1252;25.16;33.83;1011.0167;29
2022-02-08T10:12:55.000Z;1255;25.19;33.96;1010.943;34
2022-02-08T10:13:26.000Z;1257;25.19;33.94;1011.0203;34
2022-02-08T10:13:56.000Z;1260;25.22;33.92;1011.0292;37
2022-02-08T10:14:26.000Z;1265;25.22;33.87;1011.0028;37
2022-02-08T10:14:56.000Z;1269;25.22;33.89;1011.0545;34
2022-02-08T10:15:27.000Z;1271;25.25;33.9;1010.992;34
2022-02-08T10:15:57.000Z;1275;25.22;33.92;1010.9992;34
2022-02-08T10:16:27.000Z;1276;25.25;33.96;1011.0294;34
2022-02-08T10:16:57.000Z;1279;25.25;33.89;1011.0006;37
2022-02-08T10:17:27.000Z;1283;25.26;33.91;1011.074;37
2022-02-08T10:17:58.000Z;1289;25.25;33.9;1011.0564;34
2022-02-08T10:18:28.000Z;1289;25.28;33.27;1011.0489;37
2022-02-08T10:18:58.000Z;1230;25.26;33.37;1010.9708;34
2022-02-08T10:19:28.000Z;1190;25.29;32.92;1010.9394;29
2022-02-08T10:19:59.000Z;1182;25.33;33.12;1011.0523;34
2022-02-08T10:20:29.000Z;1176;25.28;32.92;1010.9455;31
2022-02-08T10:20:59.000Z;1168;25.29;32.97;1010.9597;31
2022-02-08T10:21:29.000Z;1098;25.23;32.99;1010.9741;31
2022-02-08T10:22:00.000Z;1112;25.25;32.89;1010.9097;31
2022-02-08T10:22:30.000Z;1105;25.18;32.86;1010.9074;31
2022-02-08T10:23:00.000Z;1099;25.15;32.88;1010.8803;29
2022-02-08T10:23:30.000Z;1095;25.15;32.79;1010.9153;32
2022-02-08T10:24:01.000Z;1095;25.08;32.83;1010.9006;34
2022-02-08T10:24:31.000Z;1088;25.06;32.8;1010.9248;34
2022-02-08T10:25:01.000Z;1081;25.01;32.8;1010.9917;29
2022-02-08T10:25:31.000Z;1074;24.92;32.94;1010.9729;29
2022-02-08T10:26:02.000Z;1068;24.89;33.07;1010.9823;29
2022-02-08T10:26:32.000Z;1066;24.94;33.12;1010.9747;31
2022-02-08T10:27:02.000Z;1066;24.82;33.36;1010.9966;29
2022-02-08T10:27:32.000Z;1067;24.8;33.5;1011.0252;27
2022-02-08T10:28:03.000Z;1064;24.78;33.55;1010.9492;31
2022-02-08T10:28:33.000Z;1064;24.78;33.61;1011.0644;29
2022-02-08T10:29:03.000Z;1067;24.81;33.56;1010.9922;29
2022-02-08T10:29:33.000Z;1063;24.82;33.45;1011.0123;27
2022-02-08T10:30:03.000Z;1066;24.75;33.49;1011.0128;27
2022-02-08T10:30:34.000Z;1060;24.72;33.67;1010.958;27
2022-02-08T10:31:04.000Z;1055;24.75;33.46;1010.9768;31
2022-02-08T10:31:34.000Z;989;24.67;33.27;1011.0273;31
2022-02-08T10:32:04.000Z;988;24.44;33.64;1010.9959;27
2022-02-08T10:32:35.000Z;967;24.54;33.52;1010.9942;31
2022-02-08T10:33:05.000Z;939;24.46;33.63;1011.0255;31
2022-02-08T10:33:35.000Z;920;24.5;33.38;1011.0418;31
2022-02-08T10:34:05.000Z;914;24.5;33.41;1010.9693;31
2022-02-08T10:34:36.000Z;898;24.47;33.32;1010.9805;31
2022-02-08T10:35:06.000Z;872;24.49;33.26;1010.9762;29
2022-02-08T10:35:36.000Z;885;24.49;33.33;1010.9974;29
2022-02-08T10:36:06.000Z;885;24.47;33.18;1011.0041;29
2022-02-08T10:36:37.000Z;874;24.46;33.39;1010.9939;30
2022-02-08T10:37:07.000Z;882;24.43;33.28;1010.9978;29
2022-02-08T10:37:37.000Z;885;24.49;33.26;1010.967;29
2022-02-08T10:38:07.000Z;884;24.49;33.29;1011.0259;30
2022-02-08T10:38:38.000Z;889;24.44;33.71;1011.0948;29
2022-02-08T10:39:08.000Z;924;24.44;33.87;1011.0328;30
2022-02-08T10:39:38.000Z;970;24.44;34;1011.0242;30
2022-02-08T10:40:08.000Z;994;24.49;34.03;1011.0706;29
2022-02-08T10:40:39.000Z;1011;24.5;34.02;1011.0778;29
2022-02-08T10:41:09.000Z;1023;24.53;34.01;1011.078;31
2022-02-08T10:41:39.000Z;1039;24.59;34.14;1011.08;31
2022-02-08T10:42:09.000Z;1048;24.61;34.15;1011.0821;29
2022-02-08T10:42:39.000Z;1071;24.66;33.98;1011.0944;29
2022-02-08T10:43:10.000Z;1086;24.67;34.16;1011.1001;29
2022-02-08T10:43:40.000Z;1097;24.7;33.98;1011.1755;29
2022-02-08T10:44:10.000Z;1109;24.74;34.07;1011.1139;29
2022-02-08T10:44:40.000Z;1117;24.78;34.14;1011.1005;29
2022-02-08T10:45:11.000Z;1130;24.82;33.96;1011.1962;29
2022-02-08T10:45:41.000Z;1137;24.84;33.96;1011.1761;29
2022-02-08T10:46:11.000Z;1145;24.87;34;1011.1684;27
2022-02-08T10:46:41.000Z;1155;24.91;33.85;1011.1901;31
2022-02-08T10:47:12.000Z;1162;24.94;33.93;1011.1791;31
2022-02-08T10:47:42.000Z;1172;24.95;34.03;1011.1978;31
2022-02-08T10:48:12.000Z;1181;24.97;34.05;1011.1686;34
2022-02-08T10:48:42.000Z;1189;24.94;33.95;1011.1973;34
2022-02-08T10:49:13.000Z;1196;24.99;34;1011.1913;34
2022-02-08T10:49:43.000Z;1200;25.01;34.01;1011.194;29
2022-02-08T10:50:13.000Z;1209;25.04;34.05;1011.1916;31
2022-02-08T10:50:43.000Z;1212;25.05;33.98;1011.2061;34
2022-02-08T10:51:14.000Z;1215;25.08;33.94;1011.2116;34
2022-02-08T10:51:44.000Z;1218;25.08;33.96;1011.1916;31
2022-02-08T10:52:14.000Z;1222;25.08;33.92;1011.1967;31
2022-02-08T10:52:44.000Z;1226;25.14;33.88;1011.2452;31
2022-02-08T10:53:15.000Z;1230;25.15;33.94;1011.1886;31
2022-02-08T10:53:45.000Z;1237;25.16;33.85;1011.1761;31
2022-02-08T10:54:15.000Z;1242;25.16;33.8;1011.2841;31
2022-02-08T10:54:45.000Z;1245;25.18;33.94;1011.2327;31
2022-02-08T10:55:15.000Z;1249;25.15;33.87;1011.3002;29
2022-02-08T10:55:46.000Z;1251;25.18;33.95;1011.2381;29
2022-02-08T10:56:16.000Z;1253;25.16;33.94;1011.2512;29
2022-02-08T10:56:46.000Z;1258;25.21;33.87;1011.2539;30
2022-02-08T10:57:16.000Z;1261;25.22;33.86;1011.3002;29
2022-02-08T10:57:47.000Z;1264;25.23;33.92;1011.2683;30
2022-02-08T10:58:17.000Z;1266;25.23;33.86;1011.2681;30
2022-02-08T10:58:47.000Z;1263;25.25;33.92;1011.2748;29
2022-02-08T10:59:17.000Z;1267;25.29;33.98;1011.235;30
2022-02-08T10:59:48.000Z;1272;25.32;34.01;1011.2125;29
2022-02-08T11:00:18.000Z;1278;25.3;33.98;1011.2511;29
2022-02-08T11:00:48.000Z;1279;25.33;33.93;1011.2467;29
2022-02-08T11:01:18.000Z;1283;25.28;33.88;1011.2223;30
2022-02-08T11:01:49.000Z;1285;25.32;33.9;1011.287;29
2022-02-08T11:02:19.000Z;1286;25.32;33.84;1011.2819;27
2022-02-08T11:02:49.000Z;1288;25.33;33.93;1011.2043;31
2022-02-08T11:03:19.000Z;1290;25.3;33.94;1011.274;31
2022-02-08T11:03:50.000Z;1293;25.33;33.9;1011.2421;27
2022-02-08T11:04:20.000Z;1294;25.32;33.84;1011.2772;34
2022-02-08T11:04:50.000Z;1291;25.34;33.38;1011.265;29
2022-02-08T11:05:20.000Z;1104;25.34;32.63;1011.3075;29
2022-02-08T11:05:51.000Z;1084;25.28;32.52;1011.3205;31
2022-02-08T11:06:21.000Z;1034;25.25;32.38;1011.2888;31
2022-02-08T11:06:51.000Z;1005;25.16;32.36;1011.2995;29
2022-02-08T11:07:21.000Z;988;24.95;32.31;1011.2996;29
2022-02-08T11:07:52.000Z;946;24.94;32.66;1011.3192;31
2022-02-08T11:08:22.000Z;938;24.84;32.57;1011.3342;31
2022-02-08T11:08:52.000Z;919;24.87;32.71;1011.2574;31
2022-02-08T11:09:22.000Z;922;24.82;32.9;1011.2605;31
2022-02-08T11:09:52.000Z;925;24.81;33;1011.2785;31
2022-02-08T11:10:23.000Z;931;24.87;32.95;1011.2303;31
2022-02-08T11:10:53.000Z;935;24.8;32.94;1011.3331;31
2022-02-08T11:11:23.000Z;945;24.88;33.14;1011.2661;31
2022-02-08T11:11:53.000Z;954;24.8;33.29;1011.2509;31
2022-02-08T11:12:24.000Z;965;24.72;33.78;1011.2054;31
2022-02-08T11:12:54.000Z;1034;24.8;33.78;1011.2673;31
2022-02-08T11:13:24.000Z;1041;24.81;33.5;1011.3116;31
2022-02-08T11:13:54.000Z;1046;24.82;33.5;1011.1702;31
2022-02-08T11:14:25.000Z;1055;24.84;33.51;1011.2834;31
2022-02-08T11:14:55.000Z;1058;24.92;33.46;1011.1713;27
2022-02-08T11:15:25.000Z;1063;24.82;33.51;1011.2507;29
2022-02-08T11:15:55.000Z;1068;24.87;33.43;1011.2964;20
2022-02-08T11:16:26.000Z;1063;24.87;33.5;1011.2798;29
2022-02-08T11:16:56.000Z;1069;24.71;33.95;1011.258;27
2022-02-08T11:17:26.000Z;1067;24.7;34.17;1011.2773;29
2022-02-08T11:17:56.000Z;1066;24.77;33.85;1011.2951;11
2022-02-08T11:18:27.000Z;1009;24.7;33.46;1011.3053;9
2022-02-08T11:18:57.000Z;999;24.66;33.66;1011.3136;9
2022-02-08T11:19:27.000Z;979;24.63;33.62;1011.251;13
2022-02-08T11:19:57.000Z;963;24.68;33.49;1011.2659;13
2022-02-08T11:20:27.000Z;969;24.7;33.64;1011.3236;13
2022-02-08T11:20:58.000Z;968;24.72;33.46;1011.3473;13
2022-02-08T11:21:28.000Z;970;24.72;33.55;1011.3484;13
2022-02-08T11:21:58.000Z;971;24.75;33.45;1011.2366;9
2022-02-08T11:22:28.000Z;970;24.75;33.52;1011.2883;9
2022-02-08T11:22:59.000Z;967;24.72;33.25;1011.2904;9
2022-02-08T11:23:29.000Z;958;24.74;33.31;1011.2592;13
2022-02-08T11:23:59.000Z;953;24.66;33.44;1011.2413;13
2022-02-08T11:24:29.000Z;942;24.7;33.19;1011.2098;7
2022-02-08T11:25:00.000Z;936;24.71;33.17;1011.1992;13
2022-02-08T11:25:30.000Z;925;24.74;32.95;1011.2611;13
2022-02-08T11:26:00.000Z;898;24.75;33.03;1011.2722;13
2022-02-08T11:26:30.000Z;875;24.7;32.89;1011.2298;13
2022-02-08T11:27:01.000Z;872;24.7;33.01;1011.2266;9
2022-02-08T11:27:31.000Z;869;24.71;32.89;1011.2672;11
2022-02-08T11:28:01.000Z;865;24.7;32.92;1011.2973;5
2022-02-08T11:28:31.000Z;857;24.68;32.75;1011.2973;2
2022-02-08T11:29:02.000Z;821;24.7;32.89;1011.2878;11
2022-02-08T11:29:32.000Z;850;24.72;32.83;1011.2498;9
2022-02-08T11:30:02.000Z;843;24.72;32.68;1011.2304;7
2022-02-08T11:30:32.000Z;830;24.71;32.59;1011.2894;13
2022-02-08T11:31:03.000Z;812;24.7;32.54;1011.285;9
2022-02-08T11:31:33.000Z;757;24.7;32.49;1011.3066;11
2022-02-08T11:32:03.000Z;755;24.74;32.38;1011.302;5
2022-02-08T11:32:33.000Z;764;24.64;32.33;1011.2734;5
2022-02-08T11:33:03.000Z;749;24.66;32.35;1011.3348;5
2022-02-08T11:33:34.000Z;750;24.64;32.45;1011.2547;5
2022-02-08T11:34:04.000Z;746;24.67;32.39;1011.2881;5
2022-02-08T11:34:34.000Z;743;24.66;32.39;1011.2891;5
2022-02-08T11:35:04.000Z;738;24.68;32.17;1011.2579;5
2022-02-08T11:35:35.000Z;736;24.63;32.19;1011.318;11
2022-02-08T11:36:05.000Z;726;24.68;32.21;1011.3058;3
2022-02-08T11:36:35.000Z;717;24.67;32.15;1011.2945;3
2022-02-08T11:37:05.000Z;709;24.66;32.11;1011.2821;11
2022-02-08T11:37:36.000Z;704;24.71;32.17;1011.2624;11
2022-02-08T11:38:06.000Z;703;24.68;32.07;1011.2786;11
2022-02-08T11:38:36.000Z;696;24.71;32.01;1011.2828;11
2022-02-08T11:39:06.000Z;693;24.71;31.99;1011.3259;11
2022-02-08T11:39:37.000Z;688;24.61;31.99;1011.3341;3
2022-02-08T11:40:07.000Z;669;24.64;31.99;1011.3267;1
2022-02-08T11:40:37.000Z;660;24.59;31.94;1011.2876;5
2022-02-08T11:41:07.000Z;656;24.67;31.92;1011.3445;5
2022-02-08T11:41:38.000Z;654;24.63;31.99;1011.3236;5
2022-02-08T11:42:08.000Z;651;24.6;32.03;1011.3147;5
2022-02-08T11:42:38.000Z;646;24.61;31.88;1011.2795;1
2022-02-08T11:43:08.000Z;641;24.57;31.95;1011.3487;1
2022-02-08T11:43:39.000Z;638;24.63;31.87;1011.3041;1
2022-02-08T11:44:09.000Z;638;24.64;31.78;1011.3405;2
2022-02-08T11:44:39.000Z;638;24.63;31.88;1011.2617;2
2022-02-08T11:45:09.000Z;639;24.64;31.79;1011.2832;1
2022-02-08T11:45:39.000Z;635;24.63;31.72;1011.2784;1
2022-02-08T11:46:10.000Z;632;24.63;31.7;1011.331;1
2022-02-08T11:46:40.000Z;629;24.66;31.69;1011.2514;1
2022-02-08T11:47:10.000Z;627;24.6;31.79;1011.1984;1
2022-02-08T11:47:40.000Z;628;24.57;31.77;1011.262;1
2022-02-08T11:48:11.000Z;626;24.5;31.84;1011.2164;1
2022-02-08T11:48:41.000Z;625;24.52;31.92;1011.1811;1
2022-02-08T11:49:11.000Z;625;24.56;31.7;1011.2175;1
2022-02-08T11:49:41.000Z;621;24.54;31.74;1011.2363;1
2022-02-08T11:50:12.000Z;618;24.49;31.77;1011.1284;1
2022-02-08T11:50:42.000Z;618;24.42;31.88;1011.2826;2
2022-02-08T11:51:12.000Z;614;24.46;31.75;1011.2361;2
2022-02-08T11:51:42.000Z;609;24.42;31.87;1011.2859;1
2022-02-08T11:52:13.000Z;607;24.39;31.86;1011.2977;1
2022-02-08T11:52:43.000Z;602;24.39;31.77;1011.2848;2
2022-02-08T11:53:13.000Z;599;24.42;31.88;1011.3261;2
2022-02-08T11:53:43.000Z;598;24.4;31.86;1011.3009;2
2022-02-08T11:54:14.000Z;596;24.33;31.83;1011.2862;2
2022-02-08T11:54:44.000Z;594;24.36;31.86;1011.3411;2
2022-02-08T11:55:14.000Z;594;24.35;31.81;1011.2994;1
2022-02-08T11:55:44.000Z;592;24.36;31.86;1011.3103;2
2022-02-08T11:56:15.000Z;589;24.36;31.87;1011.337;2
2022-02-08T11:56:45.000Z;587;24.35;31.86;1011.3136;2
2022-02-08T11:57:15.000Z;586;24.32;31.88;1011.3197;2
2022-02-08T11:57:45.000Z;585;24.36;31.77;1011.3204;2
2022-02-08T11:58:15.000Z;581;24.36;31.8;1011.308;2
2022-02-08T11:58:46.000Z;578;24.37;31.79;1011.3081;2
2022-02-08T11:59:16.000Z;576;24.3;31.87;1011.2998;2
2022-02-08T11:59:46.000Z;572;24.33;31.84;1011.2836;2
2022-02-08T12:00:16.000Z;573;24.36;31.82;1011.303;2
2022-02-08T12:00:47.000Z;572;24.33;31.77;1011.2901;2
2022-02-08T12:01:17.000Z;571;24.37;31.82;1011.2945;2
2022-02-08T12:01:47.000Z;572;24.29;31.79;1011.393;2
2022-02-08T12:02:17.000Z;572;24.32;31.74;1011.3202;2
2022-02-08T12:02:48.000Z;568;24.33;31.74;1011.325;2
2022-02-08T12:03:18.000Z;565;24.35;31.72;1011.4066;0
2022-02-08T12:03:48.000Z;565;24.32;31.78;1011.3607;0
2022-02-08T12:04:18.000Z;562;24.3;31.88;1011.3378;0
2022-02-08T12:04:49.000Z;564;24.29;31.79;1011.3708;0
2022-02-08T12:05:19.000Z;562;24.27;31.81;1011.2958;0
2022-02-08T12:05:49.000Z;561;24.29;31.67;1011.347;0
2022-02-08T12:06:19.000Z;559;24.27;31.81;1011.3627;0
2022-02-08T12:06:50.000Z;562;24.23;31.86;1011.3488;0
2022-02-08T12:07:20.000Z;561;24.26;31.76;1011.3365;2
2022-02-08T12:07:50.000Z;560;24.23;31.81;1011.3794;2
2022-02-08T12:08:20.000Z;559;24.2;31.89;1011.3388;2
2022-02-08T12:08:51.000Z;556;24.23;31.83;1011.3763;2
2022-02-08T12:09:21.000Z;555;24.29;31.76;1011.3992;2
2022-02-08T12:09:51.000Z;554;24.29;31.79;1011.384;2
2022-02-08T12:10:21.000Z;552;24.27;31.76;1011.3712;0
2022-02-08T12:10:51.000Z;552;24.27;31.73;1011.412;0
2022-02-08T12:11:22.000Z;552;24.26;31.76;1011.3473;0
2022-02-08T12:11:52.000Z;552;24.26;31.76;1011.4195;2
2022-02-08T12:12:22.000Z;551;24.26;31.78;1011.3939;2
2022-02-08T12:12:52.000Z;549;24.25;31.79;1011.4463;2
2022-02-08T12:13:23.000Z;547;24.25;31.84;1011.4025;2
2022-02-08T12:13:53.000Z;546;24.22;31.76;1011.3811;1
2022-02-08T12:14:23.000Z;545;24.27;31.69;1011.4312;1
2022-02-08T12:14:53.000Z;545;24.27;31.7;1011.4195;1
2022-02-08T12:15:24.000Z;544;24.26;31.64;1011.3679;1
2022-02-08T12:15:54.000Z;541;24.25;31.7;1011.3673;1
2022-02-08T12:16:24.000Z;540;24.23;31.74;1011.357;1
2022-02-08T12:16:54.000Z;537;24.2;31.76;1011.3953;1
2022-02-08T12:17:25.000Z;536;24.18;31.81;1011.4106;1
2022-02-08T12:17:55.000Z;535;24.15;31.8;1011.3739;1
2022-02-08T12:18:25.000Z;531;24.19;31.83;1011.3859;2
2022-02-08T12:18:55.000Z;533;24.18;31.83;1011.3847;2
2022-02-08T12:19:26.000Z;535;24.13;31.86;1011.3727;2
2022-02-08T12:19:56.000Z;534;24.15;31.92;1011.3511;2
2022-02-08T12:20:26.000Z;535;24.15;31.86;1011.37;2
2022-02-08T12:20:56.000Z;535;24.13;31.88;1011.3783;1
2022-02-08T12:21:26.000Z;536;24.11;31.94;1011.3577;1
2022-02-08T12:21:57.000Z;535;24.13;31.87;1011.4084;1
2022-02-08T12:22:27.000Z;536;24.15;31.81;1011.3778;1
2022-02-08T12:22:57.000Z;536;24.13;31.88;1011.3711;1
2022-02-08T12:23:27.000Z;536;24.12;31.88;1011.3841;1
2022-02-08T12:23:58.000Z;535;24.11;31.97;1011.3756;1
2022-02-08T12:24:28.000Z;534;24.12;31.9;1011.4348;1
2022-02-08T12:24:58.000Z;535;24.09;31.96;1011.3528;1
2022-02-08T12:25:28.000Z;532;24.13;31.84;1011.4337;1
2022-02-08T12:25:59.000Z;533;24.12;31.93;1011.3596;1
2022-02-08T12:26:29.000Z;533;24.15;31.88;1011.4015;1
2022-02-08T12:26:59.000Z;533;24.11;31.93;1011.3664;1
2022-02-08T12:27:29.000Z;532;24.12;31.93;1011.3528;1
2022-02-08T12:28:00.000Z;530;24.15;31.86;1011.3538;1
2022-02-08T12:28:30.000Z;528;24.15;31.83;1011.3331;1
2022-02-08T12:29:00.000Z;527;24.18;31.85;1011.3891;1
2022-02-08T12:29:30.000Z;527;24.16;31.84;1011.3895;1
2022-02-08T12:30:01.000Z;526;24.15;31.81;1011.3345;1
2022-02-08T12:30:31.000Z;523;24.2;31.79;1011.3847;1
2022-02-08T12:31:01.000Z;525;24.23;31.74;1011.4338;1
2022-02-08T12:31:31.000Z;527;24.2;31.76;1011.3765;1
2022-02-08T12:32:02.000Z;525;24.23;31.73;1011.3571;2
2022-02-08T12:32:32.000Z;523;24.18;31.72;1011.3027;2
2022-02-08T12:33:02.000Z;523;24.18;31.74;1011.3141;1
2022-02-08T12:33:32.000Z;523;24.16;31.75;1011.3544;1
2022-02-08T12:34:03.000Z;524;24.09;31.88;1011.2581;1
2022-02-08T12:34:33.000Z;522;24.11;31.87;1011.3036;5
2022-02-08T12:35:03.000Z;523;24.11;31.94;1011.2865;5
2022-02-08T12:35:33.000Z;523;24.13;31.9;1011.2555;1
2022-02-08T12:36:03.000Z;523;24.08;31.86;1011.2543;1
2022-02-08T12:36:34.000Z;521;24.08;31.91;1011.2861;5
2022-02-08T12:37:04.000Z;517;24.07;31.91;1011.278;1
2022-02-08T12:37:34.000Z;517;24.05;31.89;1011.1963;3
2022-02-08T12:38:04.000Z;517;24.09;31.97;1011.2573;11
2022-02-08T12:38:35.000Z;519;24.09;31.9;1011.2202;11
2022-02-08T12:39:05.000Z;517;24.09;31.91;1011.22;5
2022-02-08T12:39:35.000Z;518;24.09;31.93;1011.222;11
2022-02-08T12:40:05.000Z;516;24.11;31.88;1011.2907;11
2022-02-08T12:40:36.000Z;516;24.12;31.81;1011.2559;11
2022-02-08T12:41:06.000Z;516;24.13;31.84;1011.2702;5
2022-02-08T12:41:36.000Z;514;24.13;31.81;1011.1955;11
2022-02-08T12:42:06.000Z;512;24.15;31.78;1011.2015;11
2022-02-08T12:42:37.000Z;511;24.08;31.91;1011.1141;11
2022-02-08T12:43:07.000Z;511;24.11;31.84;1011.1427;2
2022-02-08T12:43:37.000Z;511;24.11;31.83;1011.1702;5
2022-02-08T12:44:07.000Z;511;24.09;31.84;1011.0834;5
2022-02-08T12:44:38.000Z;509;24.11;31.85;1011.0706;5
2022-02-08T12:45:08.000Z;511;24.09;31.85;1011.1409;2
2022-02-08T12:45:38.000Z;511;24.13;31.84;1011.1538;11
2022-02-08T12:46:08.000Z;510;24.08;31.86;1011.1359;9
2022-02-08T12:46:39.000Z;513;24.09;31.85;1011.1366;9
2022-02-08T12:47:09.000Z;514;24.11;31.87;1011.162;9
2022-02-08T12:47:39.000Z;515;24.11;31.84;1011.1262;9
2022-02-08T12:48:09.000Z;513;24.09;31.85;1011.1028;9
2022-02-08T12:48:39.000Z;512;24.11;31.84;1011.1414;13
2022-02-08T12:49:10.000Z;514;24.09;31.79;1011.1174;13
2022-02-08T12:49:40.000Z;512;24.07;31.84;1011.1002;13
2022-02-08T12:50:10.000Z;514;24.05;31.89;1011.107;13
2022-02-08T12:50:40.000Z;513;24.09;31.85;1011.1153;7
